,Index_ID,Animal_ID,Found_Location,Found_Location_count,State,City,Address
82725,71693,A773087,1524 Miss Allisons Way in Pflugerville (TX),7,(TX),Pflugerville,1524 Miss Allisons Way in
82732,70955,A773095,2300 Willow Street in Austin (TX),6,(TX),Austin,2300 Willow Street in
82743,49242,A773107,4712 Nuckols Crossing in Austin (TX),6,(TX),Austin,4712 Nuckols Crossing in
82748,42122,A773113,6103 Parliament in Austin (TX),5,(TX),Austin,6103 Parliament in
82758,80961,A773130,12212 Brigadoon Lane in Austin (TX),6,(TX),Austin,12212 Brigadoon Lane in
82759,131464,A773131,3012 Gonzales Street in Austin (TX),6,(TX),Austin,3012 Gonzales Street in
82760,45810,A773132,4610 S Ih 35 Frontage Road in Austin (TX),9,(TX),Austin,4610 S Ih 35 Frontage Road in
82762,109914,A773133,5506 Apple Orchard Lane in Austin (TX),7,(TX),Austin,5506 Apple Orchard Lane in
82769,72171,A773141,6202 Carnation Terrace in Austin (TX),6,(TX),Austin,6202 Carnation Terrace in
82772,105671,A773144,9400 Ih 35 in Austin (TX),6,(TX),Austin,9400 Ih 35 in
82775,24234,A773147,6008 Saneschof Drive in Austin (TX),6,(TX),Austin,6008 Saneschof Drive in
82776,129263,A773148,1300 Dexford Road in Austin (TX),6,(TX),Austin,1300 Dexford Road in
82779,141132,A773153,6709 Walkup Ln in Austin (TX),6,(TX),Austin,6709 Walkup Ln in
82780,102683,A773154,6709 Walkup Lane in Austin (TX),6,(TX),Austin,6709 Walkup Lane in
82781,95631,A773156,1045 Norwood Park in Austin (TX),6,(TX),Austin,1045 Norwood Park in
82784,67894,A773161,2317 Pleasant Valley in Austin (TX),6,(TX),Austin,2317 Pleasant Valley in
82799,70795,A773189,1908 Oak Hill Lane in Austin (TX),7,(TX),Austin,1908 Oak Hill Lane in
82802,73682,A773192,12403 Mallow Meadow Drive in Austin (TX),7,(TX),Austin,12403 Mallow Meadow Drive in
82812,27055,A773204,2320 East Riverside Drive in Austin (TX),7,(TX),Austin,2320 East Riverside Drive in
82813,139017,A773205,5100 Star Light in Austin (TX),6,(TX),Austin,5100 Star Light in
82814,69519,A773206,6112 Turtle Dove Drovejlh in Austin (TX),7,(TX),Austin,6112 Turtle Dove Drovejlh in
82815,137643,A773207,1700 Montopolis Drive in Austin (TX),6,(TX),Austin,1700 Montopolis Drive in
82816,98796,A773208,5500 Burleson in Austin (TX),5,(TX),Austin,5500 Burleson in
82823,133623,A773214,8410 Garcreek Circle in Austin (TX),6,(TX),Austin,8410 Garcreek Circle in
82828,101157,A773219,13925 Rector Loop in Manor (TX),6,(TX),Manor,13925 Rector Loop in
82847,67822,A773239,1302 Singleton Avenue in Austin (TX),6,(TX),Austin,1302 Singleton Avenue in
82850,62143,A773242,1164 Holmes Court in Austin (TX),6,(TX),Austin,1164 Holmes Court in
82853,67699,A773244,2306 Tamarisk Circle in Austin (TX),6,(TX),Austin,2306 Tamarisk Circle in
82854,142018,A773245,4413 Bucks Run in Austin (TX),6,(TX),Austin,4413 Bucks Run in
82857,106315,A773250,2114 Donahue Lane in Austin (TX),6,(TX),Austin,2114 Donahue Lane in
82858,79805,A773251,8220 Sh 71 in Austin (TX),6,(TX),Austin,8220 Sh 71 in
82860,70039,A773253,8401 Colony Loop Drive in Austin (TX),7,(TX),Austin,8401 Colony Loop Drive in
82861,67645,A773254,9511 Burklund Farms Road in Del Valle (TX),8,(TX),Valle,9511 Burklund Farms Road in Del
82869,104485,A773269,12203 Waterford Run Way in Manor (TX),7,(TX),Manor,12203 Waterford Run Way in
82870,70723,A773270,1504 Strickland Drive in Austin (TX),6,(TX),Austin,1504 Strickland Drive in
82876,121072,A773276,5400 Loadstone Cove in Austin (TX),6,(TX),Austin,5400 Loadstone Cove in
82880,34836,A773280,6605 Tara Drive in Austin (TX),6,(TX),Austin,6605 Tara Drive in
82881,126074,A773281,9837 Teasdale Terrace in Austin (TX),6,(TX),Austin,9837 Teasdale Terrace in
82887,129038,A773288,9433 Parkfield Drive in Austin (TX),6,(TX),Austin,9433 Parkfield Drive in
82888,112915,A773294,155 Edge Rock Dr in Austin (TX),7,(TX),Austin,155 Edge Rock Dr in
82892,93326,A773298,12700 Gregg Manor in Manor (TX),6,(TX),Manor,12700 Gregg Manor in
82894,103676,A773300,1305 E St Johns Ave in Austin (TX),8,(TX),Austin,1305 E St Johns Ave in
82895,108183,A773301,500 Mario Street in Austin (TX),6,(TX),Austin,500 Mario Street in
82902,59482,A773310,204 Dry Creek in Travis (TX),6,(TX),Travis,204 Dry Creek in
82905,47528,A773313,6804 Old Lockhart Road in Travis (TX),7,(TX),Travis,6804 Old Lockhart Road in
82912,67235,A773317,19111 Fm 969 in Manor (TX),6,(TX),Manor,19111 Fm 969 in
82916,25097,A773321,1512 Bradbury Lane in Austin (TX),6,(TX),Austin,1512 Bradbury Lane in
82921,98925,A773327,2811 East Forth Street in Austin (TX),7,(TX),Austin,2811 East Forth Street in
82922,78214,A773328,2003 Man O War in Del Valle (TX),8,(TX),Valle,2003 Man O War in Del
82929,15970,A773338,3504 Beartree in Austin (TX),5,(TX),Austin,3504 Beartree in
82933,102596,A773344,421 Thompson Lane in Austin (TX),6,(TX),Austin,421 Thompson Lane in
82935,132720,A773346,1000 Payton Gin Rd in Austin (TX),7,(TX),Austin,1000 Payton Gin Rd in
82939,56343,A773349,1509 Curameng Cove in Austin (TX),6,(TX),Austin,1509 Curameng Cove in
82944,112763,A773354,7201 Colony Loop Drive in Austin (TX),7,(TX),Austin,7201 Colony Loop Drive in
82948,8588,A773365,2206 William Barton Drive in Austin (TX),7,(TX),Austin,2206 William Barton Drive in
82954,134645,A773373,3415 Willow Run Drive in Austin (TX),7,(TX),Austin,3415 Willow Run Drive in
82955,71451,A773374,6107 A Ada Court in Austin (TX),7,(TX),Austin,6107 A Ada Court in
82957,77280,A773376,806 Park Boulevard in Austin (TX),6,(TX),Austin,806 Park Boulevard in
82962,46231,A773383,7507 Fm 1625 in Austin (TX),6,(TX),Austin,7507 Fm 1625 in
82966,15039,A773388,"614 Commons Ford Rd, Austin, Tx 78733 in Austin (TX)",10,(TX),Austin,"614 Commons, , Tx 78733 in"
82976,130583,A773404,5918 Salcon Cliff Drive in Austin (TX),7,(TX),Austin,5918 Salcon Cliff Drive in
82980,89891,A773410,7211 Bennett Ave in Austin (TX),6,(TX),Austin,7211 Bennett Ave in
82983,7817,A773426,5202 Village Patch in Austin (TX),6,(TX),Austin,5202 Village Patch in
82984,14309,A773427,2103 Red Stone in Austin (TX),6,(TX),Austin,2103 Red Stone in
82988,71279,A773431,6106 Conti Court in Austin (TX),6,(TX),Austin,6106 Conti Court in
83000,140102,A773451,7511 Burnet Road in Austin (TX),6,(TX),Austin,7511 Burnet Road in
83003,42255,A773454,305 Grady Dr in Austin (TX),6,(TX),Austin,305 Grady Dr in
83018,24779,A773475,9805 Chiltree Drive in Austin (TX),6,(TX),Austin,9805 Chiltree Drive in
83026,115163,A773489,5701 West Slaughter Lane in Austin (TX),7,(TX),Austin,5701 West Slaughter Lane in
83032,29670,A773501,623 Pedernales in Austin (TX),5,(TX),Austin,623 Pedernales in
83035,47562,A773504,13328 Alysheba Drive in Austin (TX),6,(TX),Austin,13328 Alysheba Drive in
83038,138784,A773508,7201 Willow Run Drive in Austin (TX),7,(TX),Austin,7201 Willow Run Drive in
83040,24459,A773510,5437 El Molino Circle in Travis (TX),7,(TX),Travis,5437 El Molino Circle in
83050,81560,A773520,7630 Wood Hollow Drive in Austin (TX),7,(TX),Austin,7630 Wood Hollow Drive in
83061,131214,A773532,8816 Stambourne Street in Austin (TX),6,(TX),Austin,8816 Stambourne Street in
83064,84045,A773536,210 Azie Morton Road in Austin (TX),7,(TX),Austin,210 Azie Morton Road in
83065,60846,A773539,303 Barbuda Drive in Austin (TX),6,(TX),Austin,303 Barbuda Drive in
83069,127912,A773545,6725 Circle S Road in Austin (TX),7,(TX),Austin,6725 Circle S Road in
83071,68086,A773550,22Oo South Lakeshore Boulevard in Austin (TX),7,(TX),Austin,22Oo South Lakeshore Boulevard in
83083,121445,A773560,8604 Winterhaven Drive in Austin (TX),6,(TX),Austin,8604 Winterhaven Drive in
83084,70853,A773561,7208 Geneva Drive in Austin (TX),6,(TX),Austin,7208 Geneva Drive in
83087,128845,A773568,3229 Azalea in Austin (TX),5,(TX),Austin,3229 Azalea in
83089,123330,A773571,9507 Rodriguez Road in Creedmoor (TX),6,(TX),Creedmoor,9507 Rodriguez Road in
83103,93931,A773583,1408 Brixham in Austin (TX),5,(TX),Austin,1408 Brixham in
83105,57578,A773585,7201 E Meadow Bend in Austin (TX),7,(TX),Austin,7201 E Meadow Bend in
83106,83455,A773586,4914 Barkbridge Trail in Austin (TX),6,(TX),Austin,4914 Barkbridge Trail in
83107,83075,A773587,5437 El Molino Circle in Austin (TX),7,(TX),Austin,5437 El Molino Circle in
83108,20301,A773589,1302 Cloverleaf Drive in Austin (TX),6,(TX),Austin,1302 Cloverleaf Drive in
83112,70396,A773593,7408 Forrest Wood Drive in Austin (TX),7,(TX),Austin,7408 Forrest Wood Drive in
83120,18960,A773600,2115 Bluebonnet Lane in Austin (TX),6,(TX),Austin,2115 Bluebonnet Lane in
83130,15551,A773612,1613 Cripple Creek in Austin (TX),6,(TX),Austin,1613 Cripple Creek in
83134,134239,A773616,1820 S Pleasant Valley in Austin (TX),7,(TX),Austin,1820 S Pleasant Valley in
83147,101938,A773631,306 Sinclair in Austin (TX),5,(TX),Austin,306 Sinclair in
83149,26958,A773633,1111 Rutland Drive in Austin (TX),6,(TX),Austin,1111 Rutland Drive in
83151,67326,A773635,11701 Switchgrass Cove in Austin (TX),6,(TX),Austin,11701 Switchgrass Cove in
83155,58183,A773638,9411 Quail Meadow in Austin (TX),6,(TX),Austin,9411 Quail Meadow in
83156,133561,A773639,7000 Congress in Austin (TX),5,(TX),Austin,7000 Congress in
83163,95128,A773651,4900  Lexington Meadow Ln in Del Valle (TX),9,(TX),Valle,4900 Lexington Meadow Ln in Del
83165,139529,A773653,16704 Hamilton in Austin (TX),5,(TX),Austin,16704 Hamilton in
83176,73166,A773664,808 Sheridan Ave in Austin (TX),6,(TX),Austin,808 Sheridan Ave in
83181,55780,A773669,2122 Ponciana Loop in Austin (TX),6,(TX),Austin,2122 Ponciana Loop in
83185,41276,A773673,12151 South Interstate 35 in Austin (TX),7,(TX),Austin,12151 South Interstate 35 in
83186,23660,A773674,6600 Manor Road in Austin (TX),6,(TX),Austin,6600 Manor Road in
83200,79132,A773689,1709 Highway 71 East in Austin (TX),7,(TX),Austin,1709 Highway 71 East in
83203,43568,A773694,2001 Blue Meadow Dr in Austin (TX),7,(TX),Austin,2001 Blue Meadow Dr in
83218,393,A773709,3300 Killingsworth Lane in Austin (TX),6,(TX),Austin,3300 Killingsworth Lane in
83219,20545,A773712,204 Fry Creek Road in Manor (TX),7,(TX),Manor,204 Fry Creek Road in
83220,63557,A773713,5704 Cougar Drive in Austin (TX),6,(TX),Austin,5704 Cougar Drive in
83221,130940,A773715,5400 Brodie Lane in Travis (TX),6,(TX),Travis,5400 Brodie Lane in
83222,81759,A773716,3501 Andtree Boulevard in Austin (TX),6,(TX),Austin,3501 Andtree Boulevard in
83224,80997,A773719,12509 Madero Drive in Austin (TX),6,(TX),Austin,12509 Madero Drive in
83236,136718,A773731,1300 South Pleasant Vallley Road in Austin (TX),8,(TX),Austin,1300 South Pleasant Vallley Road in
83237,69842,A773732,8618 Croydon Loop in Austin (TX),6,(TX),Austin,8618 Croydon Loop in
83238,80290,A773734,12406 Timber Arch in Manor (TX),6,(TX),Manor,12406 Timber Arch in
83239,5066,A773735,4501 Bucks Run in Austin (TX),6,(TX),Austin,4501 Bucks Run in
83246,38964,A773744,1124 S Ih 35 Svrd in Austin (TX),8,(TX),Austin,1124 S Ih 35 Svrd in
83248,86878,A773747,3412 Webberville Road in Austin (TX),6,(TX),Austin,3412 Webberville Road in
83258,2419,A773757,11005 Mint Julep Dr in Austin (TX),7,(TX),Austin,11005 Mint Julep Dr in
83264,30979,A773764,1411  Montopolis in Austin (TX),6,(TX),Austin,1411 Montopolis in
83269,120658,A773770,4466 Mueller in Austin (TX),5,(TX),Austin,4466 Mueller in
83274,50784,A773776,14129 Littig Road in Manor (TX),6,(TX),Manor,14129 Littig Road in
83283,22233,A773786,307 Dry Creek Road in Austin (TX),7,(TX),Austin,307 Dry Creek Road in
83285,43562,A773788,5408 Westminister in Austin (TX),5,(TX),Austin,5408 Westminister in
83289,102401,A773792,8711 Johnny Morris in Austin (TX),6,(TX),Austin,8711 Johnny Morris in
83292,138961,A773795,814 East Rundberg in Austin (TX),6,(TX),Austin,814 East Rundberg in
83293,127518,A773798,6900 East Ben White Boulevard in Austin (TX),8,(TX),Austin,6900 East Ben White Boulevard in
83294,75393,A773799,8221 Sam Rayburn Drive in Austin (TX),7,(TX),Austin,8221 Sam Rayburn Drive in
83306,132729,A773810,2612 Lost Creek Boulevard in Austin (TX),7,(TX),Austin,2612 Lost Creek Boulevard in
83308,3520,A773820,6802 Lucy Cv in Austin (TX),6,(TX),Austin,6802 Lucy Cv in
83309,60537,A773821,7100 Carver in Austin (TX),5,(TX),Austin,7100 Carver in
83311,9264,A773831,5701 East Martin Luther King Jr in Austin (TX),9,(TX),Austin,5701 East Martin Luther King Jr in
83312,33389,A773834,3112 East 12Th in Austin (TX),6,(TX),Austin,3112 East 12Th in
83315,108590,A773837,1300 Spyglass in Austin (TX),5,(TX),Austin,1300 Spyglass in
83324,55612,A773844,11127 Jones Road in Manor (TX),6,(TX),Manor,11127 Jones Road in
83327,48160,A773850,10600 Plains Trail in Austin (TX),6,(TX),Austin,10600 Plains Trail in
83334,41758,A773859,4607 Loyola in Austin (TX),5,(TX),Austin,4607 Loyola in
83335,53699,A773860,13728 Andrew Johnson in Manor (TX),6,(TX),Manor,13728 Andrew Johnson in
83343,66076,A773866,9101 Sansom Dr in Travis (TX),6,(TX),Travis,9101 Sansom Dr in
83348,2613,A773872,7416 Turnbuoy Drive in Austin (TX),6,(TX),Austin,7416 Turnbuoy Drive in
83362,40735,A773900,6408 Needham Lane in Austin (TX),6,(TX),Austin,6408 Needham Lane in
83368,135755,A773906,1107 East Yager Lane in Austin (TX),7,(TX),Austin,1107 East Yager Lane in
83376,75214,A773911,515 East Slaughter Lane in Austin (TX),7,(TX),Austin,515 East Slaughter Lane in
83378,25842,A773914,7607 Yaupon Dr in Austin (TX),6,(TX),Austin,7607 Yaupon Dr in
83379,49695,A773915,6908 Skynook Drive in Austin (TX),6,(TX),Austin,6908 Skynook Drive in
83383,96446,A773919,3421 West William Cannon in Austin (TX),7,(TX),Austin,3421 West William Cannon in
83384,69916,A773920,1705 Princeton Avenue in Austin (TX),6,(TX),Austin,1705 Princeton Avenue in
83387,97692,A773924,4607 Cypress Bend in Austin (TX),6,(TX),Austin,4607 Cypress Bend in
83390,24860,A773927,14605 N Fm 973 in Travis (TX),7,(TX),Travis,14605 N Fm 973 in
83397,90717,A773934,2201 Chestnut Avenue in Austin (TX),6,(TX),Austin,2201 Chestnut Avenue in
83398,85911,A773936,3111 Mary St in Austin (TX),6,(TX),Austin,3111 Mary St in
83399,111160,A773937,638 Tillery Street in Austin (TX),6,(TX),Austin,638 Tillery Street in
83400,128088,A773938,314 West 11Th Street in Austin (TX),7,(TX),Austin,314 West 11Th Street in
83401,63532,A773939,2009 Sandberg Drive in Austin (TX),6,(TX),Austin,2009 Sandberg Drive in
83405,115669,A773945,2009 Ravenscroft Drive in Austin (TX),6,(TX),Austin,2009 Ravenscroft Drive in
83407,8004,A773949,12422 Fitzhugh in Travis (TX),5,(TX),Travis,12422 Fitzhugh in
83409,37399,A773951,4411 Teri Rd in Austin (TX),6,(TX),Austin,4411 Teri Rd in
83410,71181,A773953,524 Vargas Rd in Travis (TX),6,(TX),Travis,524 Vargas Rd in
83417,129297,A773959,1701 Randolph Ridge Trail in Austin (TX),7,(TX),Austin,1701 Randolph Ridge Trail in
83418,55125,A773960,1809 Mckinley Avenue in Austin (TX),6,(TX),Austin,1809 Mckinley Avenue in
83427,75952,A773973,1555 Bastrop Highway in Austin (TX),6,(TX),Austin,1555 Bastrop Highway in
83428,25868,A773974,9500 Alice Mae in Austin (TX),6,(TX),Austin,9500 Alice Mae in
83429,96483,A773975,5601 B Spring Meadow in Austin (TX),7,(TX),Austin,5601 B Spring Meadow in
83430,115510,A773976,4501 Lareina Dr in Austin (TX),6,(TX),Austin,4501 Lareina Dr in
83432,57810,A773978,26600 Fm 1431 in Travis (TX),6,(TX),Travis,26600 Fm 1431 in
83434,69979,A773981,6117 York Bridge Circle in Austin (TX),7,(TX),Austin,6117 York Bridge Circle in
83439,123176,A773986,8815 South Fm 973 in Austin (TX),7,(TX),Austin,8815 South Fm 973 in
83441,30450,A773988,5213 Viewpoint Drive in Austin (TX),6,(TX),Austin,5213 Viewpoint Drive in
83442,19636,A773989,1211 W Ben White in Austin (TX),7,(TX),Austin,1211 W Ben White in
83443,18377,A773990,5312 King Henry in Austin (TX),6,(TX),Austin,5312 King Henry in
83444,86667,A773992,10917 Dodge Cattle in Austin (TX),6,(TX),Austin,10917 Dodge Cattle in
83445,93599,A773995,1307 Radcliffe Drive in Austin (TX),6,(TX),Austin,1307 Radcliffe Drive in
83447,69396,A774004,13401 Metric in Austin (TX),5,(TX),Austin,13401 Metric in
83449,37404,A774009,905 Calico Drive in Austin (TX),6,(TX),Austin,905 Calico Drive in
83452,130161,A774012,2131 William Barton Drive in Austin (TX),7,(TX),Austin,2131 William Barton Drive in
83453,59431,A774014,6855 East Us Hwy 290 in Austin (TX),8,(TX),Austin,6855 East Us Hwy 290 in
83454,2147,A774020,3211 Funston in Austin (TX),5,(TX),Austin,3211 Funston in
83455,78548,A774021,117 Live Oak in Travis (TX),6,(TX),Travis,117 Live Oak in
83458,96881,A774024,12300 Riata Trace Parkway in Austin (TX),7,(TX),Austin,12300 Riata Trace Parkway in
83462,65381,A774028,1016 Strickland in Austin (TX),5,(TX),Austin,1016 Strickland in
83465,89705,A774032,979 Martin Luther King in Austin (TX),7,(TX),Austin,979 Martin Luther King in
83467,84035,A774034,11407 Mayo in Austin (TX),5,(TX),Austin,11407 Mayo in
83471,75034,A774037,907 Newport Avenue in Austin (TX),6,(TX),Austin,907 Newport Avenue in
83482,6450,A774049,5331 Mission Circle in Del Valle (TX),7,(TX),Valle,5331 Mission Circle in Del
83483,37799,A774050,290 in Austin (TX),4,(TX),Austin,290 in
83487,112290,A774054,1015 Rutland Drive in Austin (TX),6,(TX),Austin,1015 Rutland Drive in
83489,108299,A774055,4703 Mount Vernon Drive in Austin (TX),7,(TX),Austin,4703 Mount Vernon Drive in
83495,37130,A774063,1010 Fiesta Street in Austin (TX),6,(TX),Austin,1010 Fiesta Street in
83504,3320,A774079,2723 South Congress Avenue in Austin (TX),7,(TX),Austin,2723 South Congress Avenue in
83506,42735,A774081,8508 Damita Jo Drive in Manor (TX),7,(TX),Manor,8508 Damita Jo Drive in
83513,131718,A774086,9503 Quail Village in Austin (TX),6,(TX),Austin,9503 Quail Village in
83515,110542,A774089,422 W Riverside Dr in Austin (TX),7,(TX),Austin,422 W Riverside Dr in
83516,72435,A774090,1816 Bowerton Dr in Austin (TX),6,(TX),Austin,1816 Bowerton Dr in
83519,67988,A774094,2212 Maxwell Ln in Austin (TX),6,(TX),Austin,2212 Maxwell Ln in
83520,34980,A774096,1911 Tillery St in Austin (TX),6,(TX),Austin,1911 Tillery St in
83522,64076,A774099,1135 Garland Avenue in Austin (TX),6,(TX),Austin,1135 Garland Avenue in
83524,98872,A774101,1010 East Cesar Chavez in Austin (TX),7,(TX),Austin,1010 East Cesar Chavez in
83537,66945,A774110,6409 Gouldville Court in Austin (TX),6,(TX),Austin,6409 Gouldville Court in
83547,6512,A774122,5505 Arbor Ash Ct in Austin (TX),7,(TX),Austin,5505 Arbor Ash Ct in
83557,130200,A774144,1101 Darvone Circle in Austin (TX),6,(TX),Austin,1101 Darvone Circle in
83561,62400,A774148,362 Vermilion Marble Trl in Hays (TX),7,(TX),Hays,362 Vermilion Marble Trl in
83563,26409,A774159,1607 Taylor Gaines Street in Austin (TX),7,(TX),Austin,1607 Taylor Gaines Street in
83564,140985,A774160,812 And Circuit Of The Americas Boulevard in Austin (TX),10,(TX),Austin,812 And Circuit Of The Americas Boulevard in
83567,113221,A774165,5001 Delta Post Drive in Austin (TX),7,(TX),Austin,5001 Delta Post Drive in
83577,138868,A774175,1100 Valdez Street in Austin (TX),6,(TX),Austin,1100 Valdez Street in
83578,22083,A774176,6901 Wolf Drive in Austin (TX),6,(TX),Austin,6901 Wolf Drive in
83581,32825,A774182,2003 Man Of War in Del Valle (TX),8,(TX),Valle,2003 Man Of War in Del
83582,6132,A774183,6700 Galindo in Austin (TX),5,(TX),Austin,6700 Galindo in
83583,80379,A774184,1700 Red Fox Road in Lakeway (TX),7,(TX),Lakeway,1700 Red Fox Road in
83584,130659,A774185,1114 Terry Drive in Austin (TX),6,(TX),Austin,1114 Terry Drive in
83589,101143,A774190,5702 Chesterfield Avenue in Austin (TX),6,(TX),Austin,5702 Chesterfield Avenue in
83593,55327,A774192,4509 St Elmo Rd in Austin (TX),7,(TX),Austin,4509 St Elmo Rd in
83601,61812,A774199,1401 Green Pastures in Austin (TX),6,(TX),Austin,1401 Green Pastures in
83603,111565,A774202,1500 Blue Willow Court in Pflugerville (TX),7,(TX),Pflugerville,1500 Blue Willow Court in
83628,59812,A774234,800 Ramble Lane in Austin (TX),6,(TX),Austin,800 Ramble Lane in
83631,19353,A774239,3309 Merrie Lynn in Austin (TX),6,(TX),Austin,3309 Merrie Lynn in
83638,75114,A774247,9220 North Interstate Highway 35 in Austin (TX),8,(TX),Austin,9220 North Interstate Highway 35 in
83640,108011,A774249,6811 Austin Center in Austin (TX),6,(TX),Austin,6811 Austin Center in
